customer_city,order_count,revenue
dom joaquim,1,163.38
nossa senhora do remedio,2,163.29000000000002
corumba de goias,2,163.28
vespasiano correa,1,163.25
araguacu,1,162.86
bonito de santa fe,1,162.85
ocara,2,162.69
centenario,1,162.47
murucupi,1,162.13
guiricema,1,161.56
piau,2,161.44
jardim alegre,2,161.44
cerejeiras,1,161.23
inhauma,2,161.21
sao desiderio,1,161.19
araguapaz,2,160.89
meruoca,2,160.85
tamarana,2,160.84
esmeralda,1,160.76
oros,2,160.71
itiquira,1,160.66
extremoz,2,160.14
riacho de santo antonio,1,159.6
mascote,2,158.99
duere,1,158.77
central de santa helena,1,158.76
santa cruz do prata,2,158.72
doutor ulysses,1,158.61
morro grande,1,158.58
santa cruz do piaui,1,158.38
juripiranga,1,157.99
grandes rios,2,157.75
igaracu do tiete,4,157.66
felipe guerra,1,157.65
itabirinha,1,157.41
carlos chagas,2,157.37
ibitiara,1,157.28
aracitaba,2,156.74
porto estrela,1,156.72
abdon batista,1,156.7
paripiranga,2,156.65
sao joao da urtiga,1,156.64
estrela d oeste,1,156.33
chale,2,156.22
presidente kubitschek,2,156.06
formosa da serra negra,1,155.5
silveira martins,1,155.14
nova floresta,1,155.0
araripe,1,155.0
sede alvorada,1,154.9
imbau,2,154.87
sao clemente,1,154.86
pitanga de estrada,1,154.83
aquidauana,3,154.75
boa vista do gurupi,2,154.75
barao de cotegipe,2,154.71
miranda do norte,1,154.64
dionisio,2,154.42000000000002
morro do ferro,1,154.38
nossa senhora de caravaggio,1,154.38
neves paulista,3,154.32
conquista d'oeste,1,154.04
brejo bonito,1,153.9
luis correia,1,153.36
anastacio,2,153.35
cerro negro,1,153.32
senador modestino goncalves,2,153.17000000000002
missi,1,152.95
ibateguara,2,152.86
farol,1,152.72
caseiros,1,152.66
pirajuba,1,152.61
dois riachos,1,152.25
coronel martins,2,152.14
salto da divisa,2,151.66000000000003
planura,2,151.1
liberdade,3,150.9
varzea,1,150.18
lagoinha do piaui,1,149.61
domiciano ribeiro,2,149.38
rancho alegre d'oeste,1,149.29
cajapio,1,149.16
divino de sao lourenco,1,149.16
mucambo,1,149.14
sacra familia do tingua,1,149.04
grupiara,1,148.94
barra do rio azul,1,148.71
entre rios do oeste,3,148.57999999999998
sao luiz do norte,1,148.33
chiapetta,1,148.15
cruzeiro do iguacu,1,148.15
ibiracatu,1,148.15
pugmil,1,148.15
wagner,1,147.69
biritinga,1,147.57
estrela do indaia,2,147.5
manaira,1,147.4
aiuaba,1,147.38
ferros,2,147.36
agua preta,1,147.34
barro preto,1,146.58
capitao,1,146.5
passa tempo,1,146.46
durande,2,146.19
andre da rocha,1,146.13
pocoes de paineiras,1,145.95
sao francisco de assis,2,145.39
cristinapolis,1,145.37
tapurah,1,145.11
lajeado grande,1,145.08
anguera,1,144.99
augustinopolis,1,144.89
itagiba,2,144.86
tibau do sul,1,144.79
peritiba,2,144.70999999999998
corrego fundo,1,144.65
jeriquara,1,144.65
comercinho,1,144.65
brejetuba,1,144.54
mombuca,3,144.47
sao jose da tapera,1,144.47
jacinto,2,144.46
luiz alves,2,144.4
cruzeiro da fortaleza,2,144.29999999999998
augusto pestana,2,143.95
jaci,2,143.41000000000003
moncao,1,143.36
brejoes,1,143.34
guzolandia,1,143.31
sao pedro do iguacu,1,142.96
sao geraldo do baguari,1,142.96
central,1,142.89
avelino lopes,2,142.72
machados,1,142.66
orobo,1,142.63
serra branca,1,142.26
angelina,1,142.05
gaviao peixoto,2,142.04000000000002
barreira,1,142.01
francisco dumont,2,141.87
charrua,1,141.63
ibirapua,1,141.42
itabi,1,141.03
mariapolis,2,140.98000000000002
agua comprida,2,140.65
tapirai,2,140.53
paranapoema,1,140.49
meridiano,1,140.47
presidente alves,2,140.42000000000002
ipiranga de goias,1,139.98
bora,1,139.71
banabuiu,1,139.61
iretama,1,139.59
brasileia,1,139.53
epitaciolandia,1,139.52
maiquinique,1,139.48
erebango,1,139.42
divinopolis do tocantins,1,139.27
nova canaa paulista,2,139.15
braco do rio,2,138.93
natividade da serra,1,138.89
sao nicolau,1,138.6
japaratuba,1,138.24
brejo,1,138.24
cajueiro,1,138.15
manfrinopolis,1,138.08
sardoa,1,137.99
vila flor,1,137.98
campo alegre de minas,1,137.93
atalaia,1,137.65
zortea,2,137.57
wenceslau guimaraes,1,137.5
vitoria do jari,1,137.27
mariano moro,1,137.26
arara,1,137.14
sao mamede,1,137.1
sao cristovao do sul,1,137.07
sao jose da boa vista,1,137.07
vargem grande,1,137.01
treviso,1,136.98
alpestre,1,136.98
palhano,1,136.6
nova araca,1,136.59
serranopolis de minas,1,136.5
governador lindenberg,2,136.28
independencia,1,136.05
antunes,1,135.39
pontes gestal,1,135.08
tapinas,1,135.08
venda branca,1,134.83
umburatiba,1,134.7
sao felix do araguaia,1,134.64
rinopolis,2,134.56
bela vista de minas,1,134.51
patrocinio do muriae,2,134.38
candido rodrigues,4,134.3
crisolita,2,134.24
benedito leite,1,134.12
lago verde,1,134.01
california,2,133.95
ferreiros,1,133.94
ipiranga do sul,1,133.25
sao benedito do rio preto,1,133.22
nova timboteua,1,133.05
cujubim,1,132.94
assuncao,1,132.69
japaraiba,1,132.46
pedro gomes,1,132.38
varjao de minas,2,131.9
quevedos,2,131.69
sitio do quinto,2,131.65
planaltina de goias,2,131.61
varzelandia,2,131.44
pombos,1,131.43
piata,2,131.35
getulina,2,131.01999999999998
lindolfo collor,1,130.65
portelandia,2,130.63
antonina do norte,1,130.58
nova santa barbara,1,130.53
alexandrita,1,130.0
sao bras do suacui,2,129.71
arenopolis,1,128.9
uniao de minas,3,128.71
monte alegre de sergipe,1,128.0
itaquitinga,2,127.78999999999999
pedro ii,1,127.77
cotipora,1,127.53
banzae,1,127.42
lucena,1,127.17
xexeu,1,126.16
conrado,1,126.12
brejo dos santos,1,125.94
herveiras,1,125.52
jaguaribara,1,125.23
campo alegre de lourdes,1,124.89
pato bragado,2,124.83
barrolandia,2,124.53999999999999
senador la rocque,1,124.43
santo antonio do leverger,1,124.41
coronel joao pessoa,1,124.33
riachinho,2,124.05000000000001
umburanas,1,123.75
nova ubirata,1,123.75
sao jorge do patrocinio,2,123.72
claro dos pocoes,1,123.68
felisburgo,1,123.47
alto alegre do maranhao,1,123.32
guarda-mor,2,123.10999999999999
ananas,1,122.76
antonio pereira,2,122.32
novo itacolomi,1,122.22
sao pedro do sul,1,121.97
macaubal,1,121.91
coqueiro baixo,2,121.76
ajapi,1,121.34
capela nova,1,121.27
gentio do ouro,1,121.1
sao vitor,1,121.09
frei rogerio,1,121.09
montadas,1,120.9
bom jesus da penha,2,120.84
lindoia do sul,1,120.22
conceicao do almeida,1,120.14
anhembi,1,120.09
ministro andreazza,1,120.05
sao carlos do ivai,1,119.95
fortaleza dos valos,1,119.95
santo hipolito,1,119.88
olhos d'agua,1,119.84
janduis,1,119.38
elisio medrado,2,118.75
douradina,1,118.65
assare,1,118.26
barrocas,1,118.26
coronel macedo,2,118.25
nossa senhora de lourdes,1,118.1
mussurepe,1,117.94
silvano,1,117.94
sao pedro do turvo,2,117.9
nova guataporanga,1,117.76
itaguaru,2,117.66
turvania,2,117.35000000000001
vila nova,2,117.19
peixe,1,117.16
retirolandia,1,117.0
aguas claras,1,116.96
paulistania,1,116.94
vermelho,1,116.79
monte belo do sul,1,116.74
materlandia,2,116.65
sao bonifacio,1,116.46
governador mangabeira,1,116.26
sao pedro do butia,1,116.19
fragosos,1,115.9
brasopolis,1,115.9
frutuoso gomes,1,115.87
sao jose do ribeirao,1,115.84
santana da boa vista,2,115.8
santa luzia do parua,1,115.78
aurora do para,1,115.46
santa maria do herval,1,115.44
bonito de minas,1,115.44
santa clara d'oeste,1,115.44
campo do brito,1,114.89
quatituba,1,114.85
ipiranga do norte,1,114.83
nazare da mata,1,114.56
figueiropolis d'oeste,2,114.42
novo lino,1,114.26
ouro verde de minas,2,114.19
cristopolis,2,113.94999999999999
almas,1,113.56
aquidaba,1,113.55
praia norte,1,113.35
palmopolis,1,113.2
goiandira,1,113.13
jerico,1,113.08
aragoiania,1,112.9
arapua,1,112.77
mogi-mirim,2,112.61
piquerobi,1,112.45
inhuma,1,112.35
rubineia,1,112.2
santo antonio das queimadas,1,112.12
sinimbu,2,112.11
novais,1,111.99
eugenio de castro,1,111.76
aramina,1,111.61
deodapolis,2,111.21000000000001
caracol,1,111.1
vargem grande do soturno,1,111.02
sao jorge d'oeste,1,111.02
coite do noia,1,111.01
piripa,2,110.84
jaraguari,2,110.52
passo de camaragibe,1,110.28
andarai,1,109.5
ingai,1,109.38
vila pereira,1,109.21
joselandia,1,109.18
juvenilia,2,109.1
cha de alegria,1,108.95
cacaulandia,1,108.73
lamim,1,108.63
varzea nova,1,108.53
serra azul,1,108.52
bias fortes,2,108.47999999999999
bras pires,2,108.02
sao joaquim do monte,1,107.95
marilena,1,107.87
guapirama,1,107.78
atilio vivacqua,1,107.78
santa leopoldina,1,107.78
fonseca,1,107.53
lagoa de sao francisco,1,107.02
vanini,1,106.87
coronel domingos soares,1,106.87
general camara,1,106.87
messias targino,1,106.85
aratiba,1,106.49
lagoa do piaui,1,106.38
matoes,1,106.3
itapiuna,2,106.24
redencao da serra,1,106.23
coronel sapucaia,1,106.23
entre folhas,1,106.07
paraju,1,105.74
vitorinos,1,105.37
britania,1,105.37
ilicinea,1,105.28
pedras altas,1,105.28
braunas,1,105.28
estrela do sul,1,105.28
jaupaci,1,105.28
santa brigida,1,104.73
contenda,1,104.61
aguas mornas,1,104.52
perola independente,1,104.46
taparuba,1,104.37
porto acre,1,104.35
muquem do sao francisco,2,104.21
santo antonio do palma,2,104.09
novo brasil,1,103.75
monte formoso,2,103.19
cotegipe,1,103.15
guarani das missoes,2,102.94
buritizal,2,102.88
rio dos indios,1,102.75
dezesseis de novembro,1,102.75
sao jose do inhacora,1,102.7
rancho alegre,1,102.66
senador salgado filho,1,102.49
adustina,1,102.27
riversul,1,102.03
angicos,1,101.77
castro alves,2,101.76
vargem,2,101.5
vila nova do sul,1,101.34
maribondo,1,100.97
ribeiropolis,1,100.77
santa quiteria do maranhao,1,100.75
espigao,2,100.52
guairaca,1,100.44
major porto,1,100.33
nova esperanca do sudoeste,1,100.33
itamira,2,100.2
itarema,1,99.95
caridade,1,99.9
coronel pacheco,1,99.9
querencia do norte,1,99.43
goncalves dias,1,99.25
filadelfia,1,99.16
barao do triunfo,1,99.14
pedro velho,1,99.11
carnaiba do sertao,1,99.1
capitao eneas,1,98.84
coronel freitas,1,98.65
arapoema,1,98.57
ponto belo,1,98.56
brasilandia de minas,1,98.49
ouro verde de goias,1,98.23
ewbank da camara,1,98.16
tres forquilhas,1,98.13
antonio martins,1,97.67
rincao,1,97.63
anage,1,97.38
passa tres,2,97.37
teresina de goias,1,96.8
santa rita da floresta,1,96.8
pirapo,1,96.29
campo azul,1,96.22
olaria,1,96.22
rio doce,1,96.2
ubirajara,1,96.09
pedra do indaia,1,96.08
itutinga,1,96.01
aracatu,1,95.76
boquira,1,95.67
perobal,1,95.31
santa salete,1,95.0
igarape-acu,1,94.76
vargem alegre,1,94.71
divinopolis de goias,1,94.3
alagoa,1,93.98
palmeirinha,2,93.8
ilha dos valadares,1,93.59
iaras,1,93.57
taquarucu do sul,1,93.29
porto amazonas,2,93.21
dom cavati,1,93.08
itacoatiara,1,92.98
mato rico,1,92.65
nacip raydan,1,92.16
campo florido,1,92.02
ibirataia,2,91.72
sonora,2,91.38
sao francisco do gloria,1,91.35
lagoa dos tres cantos,1,91.18
nantes,1,91.05
riachuelo,1,90.97
mae d'agua,1,90.89
macuco,1,90.88
arraial d ajuda,1,90.7
felixlandia,1,90.28
salmourao,2,90.27000000000001
cassia dos coqueiros,1,90.17
alianca,1,89.93
onda verde,1,89.49
glaura,1,89.36
nova padua,1,89.36
frei gaspar,1,89.19
adrianopolis,1,89.17
salobro,1,89.15
suzanapolis,1,88.94
santo antonio do aventureiro,1,88.92
bom retiro,1,88.37
itanhanga,1,88.05
guatapara,1,87.97
pedra lavrada,1,87.9
alvorada do gurgueia,1,87.85
paranapua,2,87.80000000000001
uruburetama,1,87.8
croata,1,87.8
passagem franca,1,87.66
piratini,1,87.64
morro do pilar,1,87.64
matelandia,2,87.6
termas de ibira,1,87.15
sao jorge,1,87.02
buriti do tocantins,1,86.79
ravena,1,86.73
valao do barro,1,86.54
ibipeba,1,86.39
anaurilandia,1,86.24
formosa do oeste,1,86.15
florida,1,86.15
vila reis,1,86.15
jacareacanga,1,86.03999999999999
cascalho rico,1,85.92
mocajuba,1,85.6
laranja da terra,1,85.6
sao thome das letras,2,85.5
moeda,1,85.46
terenos,1,85.26
matriz de camaragibe,1,84.9
pontalinda,2,84.75
bodo,1,84.57
mossamedes,1,84.14
murici,1,84.05
serra dos dourados,1,83.33
anhandui,1,83.23
bela vista do maranhao,1,83.15
pau d'arco,1,83.05
sao mateus de minas,1,82.88
dom macedo costa,1,82.83
sao francisco do brejao,1,82.75
lagoa salgada,1,82.72
brazabrantes,2,82.7
taperuaba,1,82.42
bertopolis,1,82.12
salinas da margarida,1,82.12
rainha do mar,1,82.03
paineiras,1,81.98
pouso novo,1,81.82
iacri,2,81.62
humberto de campos,1,81.57
amontada,1,81.57
conselheiro mairinck,1,81.55
lamarao,1,81.34
angical do piaui,1,80.92
camacho,1,80.9
rubelita,1,80.88
castanheiras,1,80.8
nossa senhora das gracas,2,80.75
caem,1,80.02
santo inacio,1,79.7
candoi,1,79.5
tapera,1,79.07
garruchos,1,79.04
rosario,1,79.04
cipo-guacu,1,78.71
cairu,1,78.64
berilo,1,78.22
galvao,1,78.02
agua nova,1,77.67
novo machado,1,77.66
sao miguel do cambui,1,77.57000000000001
santa rita do itueto,1,77.57
cerrito,1,77.57
pinhotiba,1,77.57
padre paraiso,1,77.57
porto lucena,1,77.56
queixada,1,77.29
novo mundo,1,77.13
siriji,1,77.03
angelica,1,76.86
rio rufino,1,76.66
nova america da colina,1,76.65
maranhaozinho,1,76.57
guaratinga,2,76.57
itaguara,2,76.47
aribice,1,76.15
sento se,1,76.08
gloria de dourados,1,76.0
sebastiao leal,1,75.89
nova boa vista,1,75.85
sete de setembro,1,75.73
pavao,1,75.63
juruti,1,75.53
guarapua,1,75.17
brasilandia,1,75.07
pedranopolis,1,74.41
tocos do moji,1,74.36
ponto dos volantes,2,74.3
jacuizinho,1,74.26
piacatu,1,74.13
corumbatai,2,74.13
lagoa dos patos,1,74.05
girau do ponciano,1,74.05
tamandare,1,73.84
varzea do poco,1,73.83
condeuba,1,73.83
sao joao do sobrado,1,73.56
oleo,1,73.34
cocos,1,73.27
alto sao joao,1,73.25
chorrocho,1,73.18
itaara,1,73.15
bocaiuva do sul,2,72.7
sao jose do xingu,1,72.52
bacaxa,1,72.51
sao domingos das dores,1,72.45
anhumas,1,72.42
mutum parana,1,72.27
capistrano,1,72.16
santa cecilia do pavao,1,72.14
serra do salitre,1,72.05
tabuleiro do norte,1,71.88
jamaica,1,71.85
sarutaia,1,71.82
amargosa,1,71.81
pontao,1,71.79
cajuri,1,71.53
santana do itarare,1,71.53
barra do jacare,1,71.43
populina,1,71.3
novo cabrais,1,71.15
porto murtinho,1,71.15
jaguaracu,1,71.04
campo do tenente,1,71.04
palmares paulista,1,70.93
sao miguel do aleixo,1,70.86
santana de pirapama,1,70.74
presidente nereu,1,70.61
taiacu,1,70.51
itaicaba,1,70.03
juranda,2,69.94
pereiras,1,69.69
canaa,1,69.54
padre gonzales,1,69.54
balbinos,1,69.29
sao bentinho,1,69.15
pacotuba,1,69.14
monsenhor paulo,1,69.12
teixeira,1,69.05
gramado xavier,1,68.97
ceilandia,1,68.84
indiaroba,1,68.8
pratapolis,1,68.62
selbach,1,68.13
cerro grande,1,68.02
fenix,1,67.92
rio dos cedros,1,67.82
doce grande,1,67.72
tiradentes do sul,1,67.7
nova roma,1,67.59
calmon,1,67.5
ribeirao cascalheira,1,67.39
vitorino,1,67.23
araguaia,1,67.23
baixa grande,1,66.24
ribas do rio pardo,1,66.13
nova america,1,66.11
amparo da serra,1,66.06
ourem,1,66.05
quilometro 14 do mutum,1,66.01
ibiajara,1,65.8
mansidao,1,65.78999999999999
apora,1,65.7
terezinha,1,65.62
machadinho,1,65.6
varzedo,1,65.53
cupira,1,65.53
bandeirantes d'oeste,1,65.09
igarape-miri,1,65.03
almirante tamandare do sul,1,65.0
patis,1,65.0
pureza,1,65.0
vitoria do mearim,1,64.85
sao benedito do sul,1,64.83
campo magro,1,64.76
marcos parente,1,64.5
unistalda,1,64.47
miradouro,1,64.42
caparao,1,64.42
palmeira d oeste,1,64.42
ulianopolis,1,64.4
porto grande,1,64.14
arame,1,64.14
elisiario,1,64.1
foz do jordao,1,64.1
vitoria das missoes,1,64.0
damianopolis,2,63.84
traipu,1,63.79
iomere,1,63.79
guaraquecaba,1,63.37
sao sebastiao da amoreira,1,63.23
pindoretama,1,63.18
sao rafael,1,62.28
santo amaro das brotas,1,62.28
ribeira do amparo,1,61.79
dias d avila,1,61.79
ubai,1,61.73
lagoa do mato,1,61.62
nossa senhora do o,1,61.61
crominia,1,61.0
novo jardim,1,60.98
agrolandia,1,60.91
tuiuti,1,60.85
sao jorge do oeste,1,60.53
florania,1,60.34
segredo,1,60.14
nobres,1,59.91
peri mirim,1,59.83
ponte alta do norte,1,59.46
queiroz,1,58.9
mutunopolis,1,58.56
mampituba,1,58.55
alegria,1,58.28
desterro de entre rios,1,58.28
malhador,1,58.14
cedro do abaete,1,58.09
santo antonio do taua,1,57.74
corrego danta,1,57.62
florinia,1,57.61
barao,1,57.53
natercia,1,57.5
ibiracu,1,57.5
mauriti,1,57.28
capela do alto alegre,1,56.78
igapora,1,56.78
itaju do colonia,1,56.69
agisse,1,56.37
itatiba do sul,1,55.95
macieira,1,55.56
conceicao da ibitipoca,1,55.09
coimbra,1,55.01
inocencia,1,54.82
santana do sobrado,1,54.82
coreau,1,54.81
sao bras,1,54.74
combinado,1,54.63
ibicuitinga,1,54.62
jurema,1,54.34
virginia,1,54.13
acucena,1,54.11
caxingo,1,53.84
jussiape,1,53.79
sanga puita,1,53.69
jandaia,1,53.4
paraiso das aguas,1,53.34
jaguarembe,1,53.31
martinesia,1,53.23
joaima,1,53.0
gongogi,1,52.13
vermelho novo,1,52.1
igrapiuna,1,52.05
guabiju,1,51.83
sao joao do sabugi,1,51.74
antonio goncalves,1,51.69
alexandra,1,51.31
divino das laranjeiras,1,51.1
boa esperanca do iguacu,1,51.0
acajutiba,1,50.95
altinho,1,50.94
simplicio mendes,1,50.75
morro agudo de goias,1,50.68
tome-acu,1,50.62
santa maria do salto,1,50.48
monte bonito,1,50.34
miravania,1,50.1
amapa do maranhao,1,50.05
vertentes,1,49.62
picada cafe,1,49.6
jamapara,1,49.6
arvoredo,1,49.4
santa cruz do timbo,1,49.31
coqueiros do sul,1,49.06
prudencio thomaz,1,49.04
jardim de piranhas,1,48.74
gabriel monteiro,1,48.72
cabaceiras do paraguacu,1,48.69
buriti alegre,1,48.22
guia lopes da laguna,1,48.22
bemposta,1,48.11
dona emma,1,47.81
paraiso do sul,1,47.29
rosario do ivai,1,47.23
guinda,1,47.11
vila bela da santissima trindade,1,46.78
barao de juparana,1,46.72
parisi,1,46.34
novo planalto,1,46.29
pirai do norte,1,46.28
boa vista do sul,1,46.22
corumbatai do sul,1,45.78
rio grande do piaui,1,45.7
pium,1,45.63
santa rita de jacutinga,1,45.09
centralina,1,45.09
corrego do ouro,1,45.01
sulina,1,45.0
marques de souza,1,45.0
santa luzia do norte,1,44.95
sao felix,1,44.69
senhora dos remedios,1,44.51
pescador,1,44.42
icaraima,1,43.95
vicosa do ceara,1,43.79
pires ferreira,1,43.79
angelo frechiani,1,43.6
flores de goias,1,43.22
minduri,1,43.18
medicilandia,1,43.14
sao joao de petropolis,1,43.09
turvelandia,1,42.4
silveira carvalho,1,42.27
porteiras,1,42.18
nova guarita,1,41.79
francisco santos,1,41.7
satiro dias,1,41.29
morro vermelho,1,40.99
fernao,1,40.85
caturama,1,40.79
missao velha,1,40.62
demerval lobao,1,40.38
ipecaeta,1,40.19
leoberto leal,1,40.09
uniao do oeste,1,40.09
monte santo,1,40.0
sobralia,1,40.0
boraceia,1,39.96
serio,1,39.69
tracuateua,1,39.61
santana do capivari,1,39.52
delfim moreira,1,39.37
sertao santana,1,39.13
sao sebastiao de campos,1,38.9
pedra menina,1,38.5
cambiasca,1,38.09
joaquim pires,1,37.81
pareci novo,1,37.1
vista alegre,1,37.1
vale do sol,1,37.09
duas barras,1,36.95
nova redencao,1,36.69
joao dourado,1,36.69
faxinalzinho,1,35.95
desterro do melo,1,35.86
cuite velho,1,35.09
presidente castello branco,1,35.0
pinhal da serra,1,35.0
nova independencia,1,34.86
jacuipe,1,34.78
brejolandia,1,34.78
nova luzitania,1,34.75
caxambu do sul,1,34.6
jardim abc de goias,1,34.09
balsa nova,1,33.97
uniao da serra,1,33.6
cabeceiras,1,33.13
montividiu do norte,1,33.09
uruana de minas,1,33.0
travesseiro,1,32.71
estevao de araujo,1,32.43
tupassi,1,32.38
agudo,1,32.1
presidente lucena,1,32.09
trombas,1,32.07
aparecida d'oeste,1,31.75
tuparece,1,31.73
cezarina,1,31.72
boa ventura,1,31.69
senador jose porfirio,1,31.63
leopolis,1,31.38
liberato salzano,1,31.22
vicente dutra,1,31.22
aguia branca,1,31.13
sao bento abade,1,31.1
crucilandia,1,30.47
estrela velha,1,30.0
estiva,1,29.13
ponto do marambaia,1,28.8
reserva do iguacu,1,28.52
ibitiuva,1,27.69
ouro verde do oeste,1,27.38
mandirituba,1,26.77
nova resende,1,26.09
planaltina do parana,1,25.85
bom jardim de goias,1,25.1
erico cardoso,1,24.88
santo antonio do rio abaixo,1,24.23
tamboara,1,24.09
jenipapo de minas,1,22.58
polo petroquimico de triunfo,1,20.7
sabaudia,1,20.42
